,author,body,number,created_at,empty
840,sblackshear,"> This is not about the bytecode, but about a representation of modules from other packages we are using since a while containing bytecode + source related metadata. The prover doesn't use that yet (it compiles all transitive sources), but move-lang does.

Got it--that makes sense. I'm glad we get to design this concept of cross-package deps that exist at the source level, but not the bytecode level with two compelling, but slightly different use-cases in mind (specs + macros).",10005,2021-12-13T04:18:47Z,0
841,bob-wilson,/land,10052,2021-12-17T00:21:54Z,0
842,github-actions[bot],"Forge Test Result
```
all up : 1994 TPS, 2188 ms latency, 3150 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1639712210919&to=1639713085562&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_0d1754cb --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10052,2021-12-17T03:51:26Z,0
843,vgao1996,"@bob-wilson Sounds reasonable to me. Let me change it to ""vasp"" (or whatever else that's appropriate and indicative.) @tzakian Can you confirm that the operations here (update limits, publish window) are indeed specific to parent vasps? Thanks!

> It would be even better IMO to add comments to explain what each test is doing and reasons for expected failures.

Will do. ",9988,2021-12-08T23:43:07Z,0
844,tzakian,@vgao1996 Correct! These operations are specific to parent VASPs (since it limits the whole VASP in terms of in/outflow of money),9988,2021-12-10T18:41:10Z,0
845,vgao1996,Closing since this has been cherry-picked onto https://github.com/diem/diem/pull/10058,9988,2021-12-17T19:43:00Z,0
846,emmazzz,/canary,10047,2021-12-15T19:34:39Z,0
847,libra-action,"**This PR may have modified JSON-RPC server code.**

Breaking changes policy:

1. Changing JSON-RPC method signatures or removing/modifying fields
   in the response in /V1 will not be accepted.
2. Adding fields is ok.
3. Adding a new JSON-RPC method is ok.

Please ensure you have also done the following to update the docs:

1. Update json-rpc/API-CHANGELOG.md.
2. Add/update type/method documentation under json-rpc/docs.
<!-- metadata: {""tag"":""jsonrpc-compat""} -->",10047,2021-12-15T19:35:06Z,0
848,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1584353873),10047,2021-12-15T20:10:57Z,0
849,libra-action,"**release binaries dependency change summary**:
```
target packages:
  A diem-sdk 0.0.3 (workspace, path 'sdk')
    * features: client, default, diem-client
  A hyper-tls 0.5.0 (transitive third-party, crates.io)
    * features: [none]
  A tokio-native-tls 0.3.0 (transitive third-party, crates.io)
    * features: [none]
  M diem-client 0.0.3 (workspace, path 'crates/diem-client')
    * added features: async, default, faucet, futures, reqwest, tokio, tokio-tungstenite, websocket
    * (unchanged features: blocking, ipnet, ureq)
  M reqwest 0.11.2 (direct third-party, crates.io)
    * added features: __tls, default, default-tls, hyper-tls, native-tls-crate, tokio-native-tls
    * (unchanged features: blocking, json, serde_json, stream)
```
<!-- metadata: {""tag"":""release-summary""} -->",10047,2021-12-15T23:22:04Z,0
850,emmazzz,/canary,10047,2021-12-15T23:33:36Z,0
851,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1639614685457&to=1639614767131&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_df9f83a6 --suite land_blocking --report forge_report.json
  ```
  ",10047,2021-12-16T00:32:48Z,0
852,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1585126071),10047,2021-12-16T00:32:56Z,0
853,emmazzz,/land,10047,2021-12-17T19:34:10Z,0
854,github-actions[bot],"Forge Test Result
```
all up : 1977 TPS, 2208 ms latency, 3200 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1639772656614&to=1639773591012&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_c843209c --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10047,2021-12-17T20:39:52Z,0
855,modocache,/land,10055,2021-12-17T20:53:06Z,0
856,github-actions[bot],"Forge Test Result
```
all up : 1962 TPS, 2217 ms latency, 3800 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1639776824807&to=1639777736800&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_af68c84a --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10055,2021-12-17T21:48:57Z,0
857,bmwill,/canary,9960,2021-12-05T19:41:03Z,0
858,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1542012451),9960,2021-12-05T19:47:38Z,0
859,bmwill,/canary,9960,2021-12-05T23:02:30Z,0
860,github-actions[bot],"Forge Test Result
```
all up : 2155 TPS, 2046 ms latency, 2650 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1638746654368&to=1638747496046&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_06086a2c --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9960,2021-12-05T23:38:17Z,0
861,bors-libra,:sunny: Canary successful,9960,2021-12-05T23:48:23Z,0
862,bmwill,/land p=high,9960,2021-12-17T18:46:20Z,0
863,zihaoccc,what a big step hurray,9960,2021-12-17T18:46:37Z,0
864,github-actions[bot],"Forge Test Result
```
all up : 1962 TPS, 2221 ms latency, 3200 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1639768660012&to=1639769560357&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_f1a2ba1c --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9960,2021-12-17T19:32:41Z,0
865,vgao1996,/land,10058,2021-12-17T22:45:46Z,0
866,github-actions[bot],"Forge Test Result
```
all up : 1988 TPS, 2192 ms latency, 3150 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1639783433188&to=1639784335683&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_6dbd836b --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10058,2021-12-17T23:38:56Z,0
867,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1594374295),10058,2021-12-17T23:52:56Z,0
868,vgao1996,/land,10058,2021-12-17T23:53:32Z,0
869,github-actions[bot],"Forge Test Result
```
all up : 1178 TPS, 2616 ms latency, 3200 ms p99 latency,(!) expired 3872 out of 286695 txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1639787509221&to=1639788617303&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_f57e1e19 --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10058,2021-12-18T00:50:18Z,0
870,libra-action,"**release binaries dependency change summary**:
```
target packages:
  A data-streaming-service 0.1.0 (workspace, path 'state-sync/state-sync-v2/data-streaming-service')
    * features: [none]
  A state-sync-driver 0.1.0 (workspace, path 'state-sync/state-sync-v2/state-sync-driver')
    * features: [none]
```
<!-- metadata: {""tag"":""release-summary""} -->",9843,2021-11-23T22:57:13Z,0
871,lightmark,/land,9380,2021-10-12T06:13:53Z,0
872,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1634021230166&to=1634022200387&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_391c4a46 --base-image-tag land_de75d11a --suite land_blocking_compat --report forge_report.json
  ```
  ",9380,2021-10-12T07:03:21Z,0
873,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 251 secs
Compatibility test results for land_de75d11a ==> land_391c4a46 (PR)
1. All instances running land_de75d11a, generating some traffic on network
2. First full node land_de75d11a ==> land_391c4a46, to validate new full node to old validator node traffic
3. First Validator node land_de75d11a ==> land_391c4a46, to validate storage compatibility
4. First batch validators (14) land_de75d11a ==> land_391c4a46, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_de75d11a ==> land_391c4a46
6. Second batch validators (15) land_de75d11a ==> land_391c4a46, to upgrade rest of the validators
7. Second batch of full nodes (15) land_de75d11a ==> land_391c4a46, to finish the network upgrade, time spent 702 secs
all up : 1142 TPS, 3971 ms latency, 4500 ms p99 latency, no expired txns, time spent 249 secs
Logs: http://kibana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-10-12T06:46:40Z',to:'2021-10-12T07:09:37Z'))
Dashboard: http://grafana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1634021200000&to=1634022577000
Validator 1 logs: http://kibana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-10-12T06:46:40Z',to:'2021-10-12T07:09:37Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_de75d11a --cluster-test-tag land_391c4a46 -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_391c4a46 --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9380,2021-10-12T07:09:38Z,0
874,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1331858410),9380,2021-10-12T07:09:55Z,0
875,stale[bot],"This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you for your contributions.
",9380,2021-12-11T07:41:02Z,0
876,stale[bot],"This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you for your contributions.
",9400,2021-12-12T00:45:23Z,0
877,dependabot[bot],The following labels could not be found: `docker`.,10034,2021-12-14T05:05:36Z,0
878,dependabot[bot],Superseded by #10068.,10034,2021-12-20T05:05:35Z,0
879,libra-action,"**This PR may have modified JSON-RPC server code.**

Breaking changes policy:

1. Changing JSON-RPC method signatures or removing/modifying fields
   in the response in /V1 will not be accepted.
2. Adding fields is ok.
3. Adding a new JSON-RPC method is ok.

Please ensure you have also done the following to update the docs:

1. Update json-rpc/API-CHANGELOG.md.
2. Add/update type/method documentation under json-rpc/docs.
<!-- metadata: {""tag"":""jsonrpc-compat""} -->",10053,2021-12-16T22:36:03Z,0
880,xli,/canary,10053,2021-12-16T22:37:10Z,0
881,xli,/cancel,10053,2021-12-16T22:47:28Z,0
882,xli,/canary,10053,2021-12-16T22:48:13Z,0
883,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1589770810),10053,2021-12-16T22:57:27Z,0
884,github-actions[bot],"Forge Test Result
```
all up : 1919 TPS, 2269 ms latency, 3400 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1639696380102&to=1639697308930&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_0b3eb380 --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10053,2021-12-16T23:28:29Z,0
885,xli,/canary,10053,2021-12-17T18:54:14Z,0
886,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1639769812003&to=1639769834201&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_19249642 --suite land_blocking --report forge_report.json
  ```
  ",10053,2021-12-17T19:37:15Z,0
887,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1593667355),10053,2021-12-17T19:37:25Z,0
888,xli,/canary,10053,2021-12-17T20:40:19Z,0
889,bors-libra,:lock: Merge Conflict,10053,2021-12-17T20:40:26Z,0
890,xli,/cancel,10053,2021-12-17T20:46:55Z,0
891,xli,/canary,10053,2021-12-17T20:47:38Z,0
892,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1594034600),10053,2021-12-17T20:53:43Z,0
893,xli,/canary,10053,2021-12-17T21:29:12Z,0
894,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1639778700734&to=1639778754807&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_3094d15b --suite land_blocking --report forge_report.json
  ```
  ",10053,2021-12-17T22:05:55Z,0
895,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1594161206),10053,2021-12-17T22:06:09Z,0
896,xli,/canary,10053,2021-12-18T01:13:19Z,0
897,xli,/cancel,10053,2021-12-18T01:17:31Z,0
898,xli,/canary,10053,2021-12-18T01:17:53Z,0
899,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1639792219896&to=1639792292905&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_dfb81816 --suite land_blocking --report forge_report.json
  ```
  ",10053,2021-12-18T01:51:33Z,0
900,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1639792755386&to=1639792781402&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_2dffbfa7 --suite land_blocking --report forge_report.json
  ```
  ",10053,2021-12-18T01:59:42Z,0
901,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1594749170),10053,2021-12-18T01:59:52Z,0
902,xli,/canary,10053,2021-12-18T03:50:51Z,0
903,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1639801742502&to=1639801780198&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_bce0a0d7 --suite land_blocking --report forge_report.json
  ```
  ",10053,2021-12-18T04:29:41Z,0
904,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1595045843),10053,2021-12-18T04:29:50Z,0
905,xli,/canary,10053,2021-12-18T05:51:17Z,0
906,xli,/cancel,10053,2021-12-18T05:58:50Z,0
907,xli,/canary,10053,2021-12-18T05:59:02Z,0
908,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1639808896510&to=1639809784306&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_557696ae --suite land_blocking --report forge_report.json
  ```
  ",10053,2021-12-18T06:43:05Z,0
909,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1639809889045&to=1639810777057&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_fa9a47dd --suite land_blocking --report forge_report.json --env RUST_BACKTRACE=full
  ```
  ",10053,2021-12-18T06:59:38Z,0
910,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1595257206),10053,2021-12-18T07:02:49Z,0
911,xli,/canary,10053,2021-12-18T07:47:20Z,0
912,github-actions[bot],"Forge Test Result
```
all up : 1994 TPS, 2180 ms latency, 3150 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1639815964135&to=1639816885800&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_cbe65327 --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10053,2021-12-18T08:41:26Z,0
913,bors-libra,:sunny: Canary successful,10053,2021-12-18T08:48:11Z,0
914,xli,/land,10053,2021-12-20T17:09:48Z,0
915,github-actions[bot],"Forge Test Result
```
all up : 1947 TPS, 2223 ms latency, 3350 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1640022559695&to=1640023450224&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_bf162316 --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10053,2021-12-20T18:04:11Z,0
916,khiemngo,/land,10057,2021-12-20T17:59:01Z,0
917,github-actions[bot],"Forge Test Result
```
all up : 1538 TPS, 2441 ms latency, 4700 ms p99 latency,(!) expired 4080 out of 373365 txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1640026466532&to=1640027635062&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_accd3582 --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10057,2021-12-20T19:13:56Z,0
918,bmwill,/canary,10072,2021-12-20T17:20:47Z,0
919,bors-libra,"@xli :bulb: This PR is currently being canaried, cancel the canary before queuing for landing",10072,2021-12-20T17:21:13Z,0
920,bmwill,/cancel,10072,2021-12-20T17:22:45Z,0
921,bmwill,/land,10072,2021-12-20T17:22:49Z,0
922,bors-libra,:exclamation: Land has been canceled due to this PR being updated with new commits. Please issue another Land command if you want to requeue this PR.,10072,2021-12-20T17:43:00Z,0
923,bmwill,/land,10072,2021-12-20T17:54:19Z,0
924,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1603372889),10072,2021-12-20T18:23:28Z,0
925,bmwill,/land,10072,2021-12-20T18:31:32Z,0
926,github-actions[bot],"Forge Test Result
```
all up : 1971 TPS, 2204 ms latency, 3300 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1640029998516&to=1640030919794&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_0d5ccf92 --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10072,2021-12-20T20:08:40Z,0
927,sherry-x,/land,10062,2021-12-20T19:27:35Z,0
928,github-actions[bot],"Forge Test Result
```
all up : 1977 TPS, 2197 ms latency, 3250 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1640033553696&to=1640034444320&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_dd07efae --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10062,2021-12-20T21:07:25Z,0
929,khiemngo,/land,10064,2021-12-20T21:17:28Z,0
930,github-actions[bot],"Forge Test Result
```
all up : 1920 TPS, 2269 ms latency, 3300 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1640037303235&to=1640038223523&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_9ef01edf --suite land_blocking --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",10064,2021-12-20T22:10:24Z,0
931,sherry-x,Is there a health check endpoint for this API?,9193,2021-10-21T21:39:47Z,0
